,Unnamed: 0,created,username,Unnamed: 3,type,dist,climb
2883,,"2021-10-23 1:50 pmOct 23, 2021",Abbusack,,,7 miles,453 ft
2884,,"2021-10-23 1:47 pmOct 23, 2021",kerns-wj,,,8 miles,517 ft
2885,,"2021-10-23 1:47 pmOct 23, 2021",XCDan109 RAMBO,,XC,8 miles,594 ft
2886,,"2021-10-23 1:45 pmOct 23, 2021",Jmbeck766,,,8 miles,570 ft
2887,,"2021-10-23 1:35 pmOct 23, 2021 s",shakomoser55,,,14 miles,"1,105 ft"
2888,,"2021-10-23 1:20 pmOct 23, 2021",mcgroskreutz,,XC,9 miles,470 ft
2889,,"2021-10-23 1:12 pmOct 23, 2021",Abbusack,,,4 miles,246 ft
2890,,"2021-10-23 12:55 pmOct 23, 2021",Sdelong,,,57 miles,"2,398 ft"
2891,,"2021-10-23 12:51 pmOct 23, 2021 s",kerns-wj,,,5 miles,311 ft
2892,,"2021-10-23 12:46 pmOct 23, 2021",XCDan109 RAMBO,,XC,7 miles,468 ft
2893,,"2021-10-22 11:07 pmOct 22, 2021",Abbusack,,,6 miles,538 ft
2894,,"2021-10-22 10:22 pmOct 22, 2021",ryberglund,,,12 miles,463 ft
2895,,"2021-10-22 9:11 pmOct 22, 2021",marcoaml78,,XC,8 miles,620 ft
2896,,"2021-10-22 8:21 pmOct 22, 2021",peternoren,,,5 miles,443 ft
2897,,"2021-10-22 6:41 pmOct 22, 2021",randomlad,,,12 miles,"1,103 ft"
2898,,"2021-10-22 6:40 pmOct 22, 2021 s",aweldum,,AM,13 miles,"1,043 ft"
2899,,"2021-10-22 7:09 pmOct 22, 2021",grantbob94,,AM,10 miles,855 ft
2900,,"2021-10-22 5:02 pmOct 22, 2021",Cretinous,,,13 miles,267 ft
2901,,"2021-10-21 5:19 pmOct 21, 2021",Katyscott,,,25 miles,735 ft
2902,,"2021-10-21 3:35 pmOct 21, 2021",GK1160,,,21 miles,936 ft
2903,,"2021-10-21 1:12 amOct 21, 2021",SullivanGrahamMlH,,,16 miles,246 ft
2904,,"2021-10-20 10:52 amOct 20, 2021",mattweier,,,10 miles,"1,011 ft"
2905,,"2021-10-20 12:09 amOct 20, 2021",werts,,AM,15 miles,698 ft
2906,,"2021-10-19 11:36 pmOct 19, 2021",Johris18,,AM,4 miles,223 ft
2907,,"2021-10-19 10:14 pmOct 19, 2021",Bea73693,,,5 miles,542 ft
2908,,"2021-10-19 10:02 pmOct 19, 2021",zory-melts,,,15 miles,"1,028 ft"
2909,,"2021-10-19 9:40 pmOct 19, 2021",Stumpjumper5010,,,13 miles,"1,150 ft"
2910,,"2021-10-19 9:31 pmOct 19, 2021 s",DanLUbws7,,,8 miles,504 ft
2911,,"2021-10-19 9:26 pmOct 19, 2021",GriffinSn1AVe,,,21 miles,"1,218 ft"
2912,,"2021-10-19 8:45 pmOct 19, 2021",Seyore,,,13 miles,942 ft
2913,,"2021-10-19 6:16 pmOct 19, 2021",Sroehl,,,2 miles,68 ft
2914,,"2021-10-19 4:13 pmOct 19, 2021",uber419,,,21 miles,957 ft
2915,,"2021-10-19 12:40 amOct 19, 2021",werts,,AM,16 miles,834 ft
2916,,"2021-10-18 10:11 pmOct 18, 2021",benmogush,,,20 miles,975 ft
2917,,"2021-10-18 10:07 pmOct 18, 2021",ccengland,,,14 miles,317 ft
2918,,"2021-10-18 9:57 pmOct 18, 2021",ddcheim,,,21 miles,653 ft
2919,,"2021-10-18 9:39 pmOct 18, 2021",Tscytron,,Fat,9 miles,328 ft
2920,,"2021-10-18 9:38 pmOct 18, 2021",shrednuts,,,11 miles,512 ft
2921,,"2021-10-18 9:31 pmOct 18, 2021 s",DanLUbws7,,,10 miles,825 ft
2922,,"2021-10-18 9:30 pmOct 18, 2021 s",Mark0MGxeI,,,11 miles,880 ft
2923,,"2021-10-18 8:51 pmOct 18, 2021",Jakeehan1,,,11 miles,947 ft
2924,,"2021-10-18 8:05 pmOct 18, 2021",phil0287,,AM,2 miles,47 ft
2925,,"2021-10-18 7:27 pmOct 18, 2021",grantbob94,,AM,5 miles,400 ft
2926,,"2021-10-18 2:32 pmOct 18, 2021",XploringDave,,,13 miles,"1,027 ft"
2927,,"2021-10-17 11:19 pmOct 17, 2021",bonkmtb,,,3 miles,124 ft
2928,,"2021-10-17 9:49 pmOct 17, 2021 s",JordonFiske,,,17 miles,"1,280 ft"
2929,,"2021-10-17 9:30 pmOct 17, 2021",Pmars88,,,19 miles,"1,253 ft"
2930,,"2021-10-17 9:04 pmOct 17, 2021",Bmack003,,,9 miles,533 ft
2931,,"2021-10-17 8:55 pmOct 17, 2021",bricollins,,,5 miles,427 ft
2932,,"2021-10-17 8:28 pmOct 17, 2021 s",BlueM00se,,,25 miles,"1,051 ft"
2933,,"2021-10-17 8:28 pmOct 17, 2021 s",Sdelong,,,25 miles,"1,051 ft"
2934,,"2021-10-17 8:25 pmOct 17, 2021",bonkmtb,,,4 miles,147 ft
2935,,"2021-10-17 8:17 pmOct 17, 2021 s",voghan,,AM,7 miles,441 ft
2936,,"2021-10-17 8:11 pmOct 17, 2021 s",vvags,,,20 miles,"1,266 ft"
2937,,"2021-10-17 7:59 pmOct 17, 2021 s",DavidetdWxL,,,13 miles,"1,147 ft"
2938,,"2021-10-17 7:42 pmOct 17, 2021",jasfoto,,AM,5 miles,258 ft
2939,,"2021-10-17 7:16 pmOct 17, 2021",peternoren,,,12 miles,"1,109 ft"
2940,,"2021-10-17 4:48 pmOct 17, 2021",phoffman,,,26 miles,"1,302 ft"
2941,,"2021-10-17 3:04 pmOct 17, 2021 s",A-A-R0N,,,8 miles,406 ft
2942,,"2021-10-17 2:44 pmOct 17, 2021",adamatus,,Fat,8 miles,591 ft
2943,,"2021-10-16 9:25 pmOct 16, 2021",IvanR0s0h4,,,5 miles,400 ft
2944,,"2021-10-16 9:02 pmOct 16, 2021",mattweier,,,48 miles,"3,187 ft"
2945,,"2021-10-16 8:33 pmOct 16, 2021",randomlad,,,15 miles,"1,250 ft"
2946,,"2021-10-16 7:58 pmOct 16, 2021",Bea73693,,,7 miles,489 ft
2947,,"2021-10-16 7:29 pmOct 16, 2021",Davemtbfanatic,,,28 miles,"1,751 ft"
2948,,"2021-10-16 6:05 pmOct 16, 2021",bonkmtb,,,13 miles,889 ft
2949,,"2021-10-16 5:01 pmOct 16, 2021",ryberglund,,,22 miles,"1,099 ft"
2950,,"2021-10-16 3:08 pmOct 16, 2021",Zeestraten46,,,14 miles,"1,006 ft"
2951,,"2021-10-16 1:02 pmOct 16, 2021 s",Scottymtb17,,,13 miles,926 ft
2952,,"2021-10-16 1:01 pmOct 16, 2021",Douglasawh,,Fat,63 miles,"2,148 ft"
2953,,"2021-10-16 12:59 pmOct 16, 2021",jrwoff,,,9 miles,696 ft
2954,,"2021-10-16 12:48 pmOct 16, 2021 s",nt5k,,XC,13 miles,854 ft
2955,,"2021-10-16 12:46 pmOct 16, 2021 s",Cman36,,,15 miles,976 ft
2956,,"2021-10-16 12:39 pmOct 16, 2021 s",Rpm1087,,,14 miles,"1,037 ft"
2957,,"2021-10-16 12:04 pmOct 16, 2021",Sdelong,,,20 miles,"1,548 ft"
2958,,"2021-10-15 5:59 pmOct 15, 2021",randomlad,,,14 miles,"1,355 ft"
2959,,"2021-10-15 5:32 pmOct 15, 2021",astralzombie,,,3 miles,157 ft
2960,,"2021-10-15 5:02 pmOct 15, 2021",RamaRama,,,8 miles,727 ft
2961,,"2021-10-15 11:06 amOct 15, 2021",Jendou1975,,,25 miles,538 ft
2962,,"2021-10-15 12:32 amOct 15, 2021",werts,,AM,16 miles,970 ft
2963,,"2021-10-14 10:47 pmOct 14, 2021",Giraffable,,,8 miles,656 ft
2964,,"2021-10-14 10:42 pmOct 14, 2021 s",MBlackstock22,,,11 miles,843 ft
2965,,"2021-10-14 10:41 pmOct 14, 2021",mikehalvio,,XC,11 miles,684 ft
2966,,"2021-10-14 10:39 pmOct 14, 2021",jjlafrance,,,11 miles,655 ft
2967,,"2021-10-14 10:39 pmOct 14, 2021 s",Gremoe,,,10 miles,601 ft
2968,,"2021-10-14 10:38 pmOct 14, 2021",ijp11,,,3 miles,209 ft
2969,,"2021-10-14 10:35 pmOct 14, 2021 s",DanLUbws7,,,12 miles,888 ft
2970,,"2021-10-14 10:35 pmOct 14, 2021",ccengland,,,11 miles,397 ft
2971,,"2021-10-14 10:29 pmOct 14, 2021",Sroehl,,,4 miles,263 ft
2972,,"2021-10-14 9:55 pmOct 14, 2021",ddcheim,,,22 miles,867 ft
2973,,"2021-10-14 9:43 pmOct 14, 2021",paulwegner,,,22 miles,936 ft
2974,,"2021-10-14 10:28 pmOct 14, 2021 s",SullivanGrahamMlH,,,14 miles,847 ft
2975,,"2021-10-14 9:26 pmOct 14, 2021",GriffinSn1AVe,,,29 miles,"1,453 ft"
2976,,"2021-10-14 8:58 pmOct 14, 2021",Seyore,,,12 miles,820 ft
2977,,"2021-10-14 5:33 pmOct 14, 2021",IvanR0s0h4,,,5 miles,577 ft
2978,,"2021-10-13 11:25 pmOct 13, 2021 s",JordonFiske,,,9 miles,705 ft
2979,,"2021-10-13 11:19 pmOct 13, 2021",mattweier,,,11 miles,"1,044 ft"
2980,,"2021-10-13 11:16 pmOct 13, 2021",Pmars88,,,16 miles,"1,060 ft"
2981,,"2021-10-13 10:28 pmOct 13, 2021 s",maxellingson,,,16 miles,"1,131 ft"
2982,,"2021-10-12 11:21 pmOct 12, 2021",werts,,AM,18 miles,854 ft
2983,,"2021-10-12 11:16 pmOct 12, 2021",SwanyDelight,,AM,3 miles,220 ft
2984,,"2021-10-12 11:12 pmOct 12, 2021",waffleswaffles,,,5 miles,488 ft
2985,,"2021-10-12 10:51 pmOct 12, 2021",DustyJennyMN,,,3 miles,234 ft
2986,,"2021-10-12 10:35 pmOct 12, 2021",Jbangen,,,5 miles,288 ft
2987,,"2021-10-12 10:26 pmOct 12, 2021",Projectbrown,,,10 miles,897 ft
2988,,"2021-10-12 10:16 pmOct 12, 2021",ryberglund,,,16 miles,879 ft
2989,,"2021-10-12 10:04 pmOct 12, 2021",Maddogg2219,,,3 miles,315 ft
2990,,"2021-10-12 9:39 pmOct 12, 2021",MBTodd,,,8 miles,569 ft
2991,,"2021-10-12 9:38 pmOct 12, 2021",salbares,,AM,11 miles,633 ft
2992,,"2021-10-12 9:33 pmOct 12, 2021",JayVAndy77,,,15 miles,"1,205 ft"
2993,,"2021-10-12 9:26 pmOct 12, 2021",Maddogg2219,,,4 miles,231 ft
2994,,"2021-10-12 8:58 pmOct 12, 2021",IvanR0s0h4,,,5 miles,513 ft
2995,,"2021-10-12 8:47 pmOct 12, 2021",Maddogg2219,,,3 miles,202 ft
2996,,"2021-10-12 8:43 pmOct 12, 2021",Seyore,,,9 miles,577 ft
2997,,"2021-10-12 8:38 pmOct 12, 2021",Dirtbrakes,,,9 miles,745 ft
2998,,"2021-10-12 5:31 pmOct 12, 2021",mtbwanderer,,,9 miles,673 ft
2999,,"2021-10-12 3:57 pmOct 12, 2021 s",photocastle,,XC,11 miles,973 ft
3000,,"2021-10-12 2:58 pmOct 12, 2021",jdlmpls,,,33 miles,"1,048 ft"
3001,,"2021-10-12 2:47 pmOct 12, 2021",bonkmtb,,,15 miles,"1,200 ft"
3002,,"2021-10-11 11:42 pmOct 11, 2021",sejoatx1,,,4 miles,137 ft
3003,,"2021-10-11 11:18 pmOct 11, 2021",sejoatx1,,,2 miles,133 ft
3004,,"2021-10-11 10:41 pmOct 11, 2021",sejoatx1,,,5 miles,234 ft
3005,,"2021-10-11 10:39 pmOct 11, 2021",STEVEOBC2,,,5 miles,386 ft
3006,,"2021-10-11 10:20 pmOct 11, 2021 s",ijp11,,,15 miles,861 ft
3007,,"2021-10-11 10:07 pmOct 11, 2021 s",benmogush,,,11 miles,576 ft
3008,,"2021-10-11 10:06 pmOct 11, 2021",ccengland,,,19 miles,395 ft
3009,,"2021-10-11 9:44 pmOct 11, 2021",paulwegner,,,19 miles,853 ft
3010,,"2021-10-11 9:41 pmOct 11, 2021",Stumpjumper5010,,,12 miles,"1,148 ft"
3011,,"2021-10-11 9:27 pmOct 11, 2021",MNtrailSloth,,,11 miles,775 ft
3012,,"2021-10-11 9:27 pmOct 11, 2021",werts,,AM,11 miles,654 ft
3013,,"2021-10-10 9:53 pmOct 10, 2021 s",biketango,,,13 miles,"1,019 ft"
3014,,"2021-10-10 9:39 pmOct 10, 2021",Sroehl,,,7 miles,432 ft
3015,,"2021-10-10 9:00 pmOct 10, 2021",Bmack003,,,7 miles,459 ft
3016,,"2021-10-10 8:51 pmOct 10, 2021",Harm22,,,7 miles,431 ft
3017,,"2021-10-10 8:40 pmOct 10, 2021",Silly1,,,27 miles,"1,309 ft"
3018,,"2021-10-10 8:30 pmOct 10, 2021",1Surfer1,,,11 miles,706 ft
3019,,"2021-10-10 8:11 pmOct 10, 2021",Sdelong,,,26 miles,"1,028 ft"
3020,,"2021-10-10 7:07 pmOct 10, 2021 s",troy3820,,AM,13 miles,"1,058 ft"
3021,,"2021-10-10 5:29 pmOct 10, 2021",TonyLanners,,,9 miles,724 ft
3022,,"2021-10-10 4:36 pmOct 10, 2021",mbellamy21,,AM,9 miles,683 ft
3023,,"2021-10-10 3:01 pmOct 10, 2021 s",DanLUbws7,,,10 miles,712 ft
3024,,"2021-10-10 2:38 pmOct 10, 2021 s",ryberglund,,,18 miles,"1,150 ft"
3025,,"2021-10-10 2:41 pmOct 10, 2021",SullivanGrahamMlH,,,38 miles,702 ft
3026,,"2021-10-10 1:21 pmOct 10, 2021",Tscytron,,Fat,45 miles,915 ft
3027,,"2021-10-10 1:21 pmOct 10, 2021",jdlmpls,,,25 miles,"1,087 ft"
3028,,"2021-10-10 10:51 amOct 10, 2021",areaboater,,AM,36 miles,"1,325 ft"
3029,,"2021-10-9 9:22 pmOct 9, 2021",mbellamy21,,,5 miles,421 ft
3030,,"2021-10-9 9:03 pmOct 9, 2021 s",waffleswaffles,,,8 miles,568 ft
3031,,"2021-10-9 8:08 pmOct 9, 2021",rockcityphoto,,,9 miles,689 ft
3032,,"2021-10-9 6:18 pmOct 9, 2021",TXP1j7,,,3 miles,184 ft
3033,,"2021-10-9 6:12 pmOct 9, 2021",ericm147,,,6 miles,402 ft
3034,,"2021-10-9 4:25 pmOct 9, 2021",DustyJennyMN,,,6 miles,377 ft
3035,,"2021-10-9 2:15 pmOct 9, 2021 s",vitaliykondratyuk,,,15 miles,962 ft
3036,,"2021-10-9 2:15 pmOct 9, 2021 s",Jbangen,,,18 miles,"1,202 ft"
3037,,"2021-10-9 2:14 pmOct 9, 2021",Bikejunky1,,,17 miles,999 ft
3038,,"2021-10-9 1:58 pmOct 9, 2021 s",judyojudy,,AM,9 miles,664 ft
3039,,"2021-10-9 1:21 pmOct 9, 2021",jdlmpls,,,20 miles,"1,060 ft"
3040,,"2021-10-8 11:37 pmOct 8, 2021",Pmars88,,,10 miles,370 ft
3041,,"2021-10-8 6:11 pmOct 8, 2021 s",DavidetdWxL,,,8 miles,714 ft
3042,,"2021-10-8 5:35 pmOct 8, 2021",KurtFranke,,,35 miles,"1,293 ft"
3043,,"2021-10-8 2:52 pmOct 8, 2021",kyokoyoshida,,AM,32 miles,"1,401 ft"
3044,,"2021-10-8 2:52 pmOct 8, 2021",areaboater,,AM,32 miles,"1,471 ft"
3045,,"2021-10-8 12:08 amOct 8, 2021",minnesotashred,,,6 miles,346 ft
3046,,"2021-10-7 11:27 pmOct 7, 2021",sejoatx1,,,2 miles,126 ft
3047,,"2021-10-7 11:00 pmOct 7, 2021",alfotsch,,,10 miles,771 ft
3048,,"2021-10-7 10:52 pmOct 7, 2021",jordan200384,,,8 miles,568 ft
3049,,"2021-10-7 10:40 pmOct 7, 2021",stokes72,,,11 miles,857 ft
3050,,"2021-10-7 10:38 pmOct 7, 2021 s",Gremoe,,,10 miles,598 ft
3051,,"2021-10-7 10:19 pmOct 7, 2021",KevinFriasvjC,,AM,3 miles,284 ft
3052,,"2021-10-7 10:14 pmOct 7, 2021",BRW2020,,,7 miles,534 ft
3053,,"2021-10-7 10:12 pmOct 7, 2021",Hellfish67,,,12 miles,985 ft
3054,,"2021-10-7 10:01 pmOct 7, 2021",ccengland,,,18 miles,378 ft
3055,,"2021-10-7 10:00 pmOct 7, 2021",Erikdussault74,,,13 miles,565 ft
3056,,"2021-10-7 9:54 pmOct 7, 2021",Evan-Zaremba,,,22 miles,"1,372 ft"
3057,,"2021-10-7 9:47 pmOct 7, 2021 s",wmkratz,,XC,20 miles,764 ft
3058,,"2021-10-7 9:30 pmOct 7, 2021 s",DanLUbws7,,,9 miles,784 ft
3059,,"2021-10-7 8:44 pmOct 7, 2021",Seyore,,,7 miles,394 ft
3060,,"2021-10-7 6:57 pmOct 7, 2021",ijp11,,,9 miles,549 ft
3061,,"2021-10-7 11:32 amOct 7, 2021",pfickle19,,,44 miles,"1,383 ft"
3062,,"2021-10-7 10:35 amOct 7, 2021",mattweier,,,10 miles,891 ft
3063,,"2021-10-6 10:50 pmOct 6, 2021",uber419,,,35 miles,"1,260 ft"
3064,,"2021-10-6 10:16 pmOct 6, 2021",Er0breich,,,10 miles,688 ft
3065,,"2021-10-6 10:05 pmOct 6, 2021 s",Jbangen,,,12 miles,781 ft
3066,,"2021-10-6 9:46 pmOct 6, 2021 s",kerns-wj,,,19 miles,"1,412 ft"
3067,,"2021-10-6 9:31 pmOct 6, 2021",ajc3,,,9 miles,734 ft
3068,,"2021-10-6 6:05 pmOct 6, 2021",jderrick86,,,7 miles,525 ft
3069,,"2021-10-6 3:18 pmOct 6, 2021",TXP1j7,,,3 miles,163 ft
3070,,"2021-10-6 2:34 pmOct 6, 2021",jdlmpls,,,24 miles,941 ft
3071,,"2021-10-5 11:09 pmOct 5, 2021",Kayoige,,XC,5 miles,354 ft
3072,,"2021-10-5 11:01 pmOct 5, 2021",Pmars88,,,10 miles,442 ft
3073,,"2021-10-5 10:46 pmOct 5, 2021",jjlafrance,,,12 miles,772 ft
3074,,"2021-10-5 10:43 pmOct 5, 2021",Mfriggens,,,8 miles,637 ft
3075,,"2021-10-5 10:41 pmOct 5, 2021 s",MBlackstock22,,,12 miles,"1,059 ft"
3076,,"2021-10-5 10:34 pmOct 5, 2021 s",ajc3,,,12 miles,780 ft
3077,,"2021-10-5 10:20 pmOct 5, 2021",Sroehl,,,7 miles,446 ft
3078,,"2021-10-5 10:18 pmOct 5, 2021",Stumpjumper5010,,,10 miles,835 ft
3079,,"2021-10-5 10:06 pmOct 5, 2021",salbares,,AM,9 miles,498 ft
3080,,"2021-10-5 9:57 pmOct 5, 2021",Giraffable,,,26 miles,948 ft
3081,,"2021-10-5 9:27 pmOct 5, 2021",Erikdussault74,,,15 miles,879 ft
3082,,"2021-10-5 9:07 pmOct 5, 2021",Spencerc1991,,,9 miles,572 ft
3083,,"2021-10-5 8:48 pmOct 5, 2021 s",Seyore,,,11 miles,674 ft
3084,,"2021-10-5 5:45 pmOct 5, 2021",moebius10,,,2 miles,109 ft
3085,,"2021-10-5 4:46 pmOct 5, 2021",2507rkt3,,,2 miles,217 ft
3086,,"2021-10-5 12:51 pmOct 5, 2021",alfotsch,,,6 miles,455 ft
3087,,"2021-10-5 11:05 amOct 5, 2021 s",maxellingson,,,11 miles,629 ft
3088,,"2021-10-5 10:54 amOct 5, 2021",mattweier,,,10 miles,969 ft
3089,,"2021-10-5 12:26 amOct 5, 2021",werts,,AM,16 miles,841 ft
3090,,"2021-10-4 11:53 pmOct 4, 2021 s",Chandler61,,,18 miles,662 ft
3091,,"2021-10-4 11:14 pmOct 4, 2021",sejoatx1,,,2 miles,148 ft
3092,,"2021-10-4 11:07 pmOct 4, 2021",MBTodd,,,5 miles,448 ft
3093,,"2021-10-4 10:53 pmOct 4, 2021",randomlad,,,14 miles,"1,054 ft"
3094,,"2021-10-4 10:37 pmOct 4, 2021",Welcome124,,,8 miles,599 ft
3095,,"2021-10-4 10:35 pmOct 4, 2021 s",Gremoe,,,13 miles,881 ft
3096,,"2021-10-4 10:22 pmOct 4, 2021",Evilmoist,,,8 miles,618 ft
3097,,"2021-10-4 10:20 pmOct 4, 2021",STEVEOBC2,,,17 miles,792 ft
3098,,"2021-10-4 10:12 pmOct 4, 2021",ryberglund,,,14 miles,820 ft
3099,,"2021-10-4 10:10 pmOct 4, 2021",ccengland,,,20 miles,438 ft
3100,,"2021-10-4 10:05 pmOct 4, 2021",Evan-Zaremba,,,19 miles,741 ft
3101,,"2021-10-4 10:01 pmOct 4, 2021",ddcheim,,,25 miles,858 ft
3102,,"2021-10-4 9:57 pmOct 4, 2021",Harm22,,,9 miles,636 ft
3103,,"2021-10-4 9:46 pmOct 4, 2021",peternoren,,,10 miles,858 ft
3104,,"2021-10-4 8:53 pmOct 4, 2021 s",kerns-wj,,,18 miles,"1,355 ft"
3105,,"2021-10-4 8:34 pmOct 4, 2021",aweldum,,AM,30 miles,940 ft
3106,,"2021-10-4 6:30 pmOct 4, 2021",Dtrice,,,25 miles,"1,604 ft"
3107,,"2021-10-4 4:02 pmOct 4, 2021 s",lunchbox87,,,10 miles,771 ft
3108,,"2021-10-3 10:54 pmOct 3, 2021",Brapp966,,,6 miles,440 ft
3109,,"2021-10-3 10:17 pmOct 3, 2021",jhboricua,,AM,3 miles,342 ft
3110,,"2021-10-3 9:18 pmOct 3, 2021",bonkmtb,,,7 miles,331 ft
3111,,"2021-10-3 9:13 pmOct 3, 2021",Bmack003,,,7 miles,423 ft
3112,,"2021-10-3 8:46 pmOct 3, 2021 s",tunedbicycles,,AM,15 miles,831 ft
3113,,"2021-10-3 8:45 pmOct 3, 2021",Bjdougherty,,,30 miles,"1,529 ft"
3114,,"2021-10-3 8:32 pmOct 3, 2021",bricollins,,,8 miles,775 ft
3115,,"2021-10-3 6:41 pmOct 3, 2021",moebius10,,,4 miles,187 ft
3116,,"2021-10-2 1:40 pmOct 2, 2021 s",kerns-wj,,,15 miles,952 ft
3117,,"2021-10-2 2:00 pmOct 2, 2021",enorcrove,,,5 miles,310 ft
3118,,"2021-10-2 12:27 pmOct 2, 2021",Charvey3,,,12 miles,898 ft
3119,,"2021-10-1 10:53 pmOct 1, 2021",ajc3,,,7 miles,445 ft
3120,,"2021-10-1 10:14 pmOct 1, 2021",maxellingson,,,10 miles,550 ft
3121,,"2021-10-1 9:56 pmOct 1, 2021 s",tunedbicycles,,AM,21 miles,"1,367 ft"
3122,,"2021-10-1 9:52 pmOct 1, 2021",Sroehl,,,6 miles,348 ft
3123,,"2021-10-1 9:29 pmOct 1, 2021",Zachmartens,,,9 miles,544 ft
3124,,"2021-10-1 9:17 pmOct 1, 2021",Sponh001,,,14 miles,478 ft
3125,,"2021-10-1 9:16 pmOct 1, 2021",Seyore,,,16 miles,"1,244 ft"
3126,,"2021-10-1 8:58 pmOct 1, 2021",Bryanschachtele,,,13 miles,"1,121 ft"
3127,,"2021-10-1 8:08 pmOct 1, 2021",salbares,,AM,15 miles,779 ft
3128,,"2021-10-1 7:37 pmOct 1, 2021",Mjlatour,,,7 miles,479 ft
3129,,"2021-10-1 6:06 pmOct 1, 2021 s",randomlad,,,29 miles,"1,920 ft"
3130,,"2021-10-1 6:03 pmOct 1, 2021",TXP1j7,,,3 miles,218 ft
3131,,"2021-10-1 3:50 pmOct 1, 2021",lunchbox87,,,10 miles,770 ft
3132,,"2021-9-30 11:11 pmSep 30, 2021",mikehalvio,,XC,9 miles,673 ft
3133,,"2021-9-30 11:11 pmSep 30, 2021",DustyJennyMN,,,4 miles,299 ft
3134,,"2021-9-30 11:09 pmSep 30, 2021 s",jjlafrance,,,9 miles,662 ft
3135,,"2021-9-30 11:08 pmSep 30, 2021 s",MBlackstock22,,,9 miles,732 ft
3136,,"2021-9-30 11:02 pmSep 30, 2021",Treeman12,,,9 miles,520 ft
3137,,"2021-9-30 10:57 pmSep 30, 2021",zory-melts,,,192 miles,"1,797 ft"
3138,,"2021-9-30 10:38 pmSep 30, 2021 s",Gremoe,,,11 miles,749 ft
3139,,"2021-9-30 10:11 pmSep 30, 2021",ekrubm,,,4 miles,167 ft
3140,,"2021-9-30 10:05 pmSep 30, 2021",ccengland,,,17 miles,420 ft
3141,,"2021-9-30 10:00 pmSep 30, 2021",ddcheim,,,24 miles,996 ft
3142,,"2021-9-30 9:55 pmSep 30, 2021",benmogush,,,22 miles,922 ft
3143,,"2021-9-30 9:52 pmSep 30, 2021",Evan-Zaremba,,,21 miles,"1,011 ft"
3144,,"2021-9-30 9:48 pmSep 30, 2021",shriddledeedum,,Fat,13 miles,844 ft
3145,,"2021-9-30 9:27 pmSep 30, 2021",DanLUbws7,,,9 miles,694 ft
3146,,"2021-9-30 9:03 pmSep 30, 2021 s",kerns-wj,,,18 miles,"1,330 ft"
3147,,"2021-9-30 8:52 pmSep 30, 2021",Seyore,,,13 miles,778 ft
3148,,"2021-9-30 8:03 pmSep 30, 2021",SHEAx0WVty,,,35 miles,"1,033 ft"
3149,,"2021-9-30 7:52 pmSep 30, 2021",ijp11,,,5 miles,335 ft
3150,,"2021-9-30 3:00 pmSep 30, 2021",TXP1j7,,,3 miles,142 ft
3151,,"2021-9-30 12:45 pmSep 30, 2021",Erikdussault74,,,13 miles,786 ft
3152,,"2021-9-30 12:42 pmSep 30, 2021",Pmars88,,,7 miles,576 ft
3153,,"2021-9-30 11:52 amSep 30, 2021",mattweier,,,9 miles,452 ft
3154,,"2021-9-29 11:28 pmSep 29, 2021",mattweier,,,15 miles,838 ft
3155,,"2021-9-29 10:29 pmSep 29, 2021",Flailaway,,,7 miles,515 ft
3156,,"2021-9-29 10:18 pmSep 29, 2021 s",peternoren,,,9 miles,679 ft
3157,,"2021-9-29 10:09 pmSep 29, 2021",ryberglund,,,19 miles,"1,027 ft"
3158,,"2021-9-29 9:47 pmSep 29, 2021",Johnsonseanm,,,6 miles,390 ft
3159,,"2021-9-29 9:04 pmSep 29, 2021",RachelGilbert0513,,,14 miles,925 ft
3160,,"2021-9-29 8:36 pmSep 29, 2021",Stumpjumper5010,,,21 miles,"1,286 ft"
3161,,"2021-9-29 8:35 pmSep 29, 2021",Jakeehan1,,,2 miles,229 ft
3162,,"2021-9-29 7:04 pmSep 29, 2021",tunedbicycles,,AM,48 miles,"1,764 ft"
3163,,"2021-9-29 3:44 pmSep 29, 2021",NatRoss,,,40 miles,"1,747 ft"
3164,,"2021-9-29 3:12 pmSep 29, 2021",gkverno OZ TRAILS,,,26 miles,"1,186 ft"
3165,,"2021-9-28 10:47 pmSep 28, 2021 s",KevinFriasvjC,,AM,7 miles,474 ft
3166,,"2021-9-28 10:43 pmSep 28, 2021",Jbangen,,,7 miles,452 ft
3167,,"2021-9-28 10:39 pmSep 28, 2021",DustyJennyMN,,,5 miles,244 ft
3168,,"2021-9-28 10:34 pmSep 28, 2021",ekrubm,,,4 miles,237 ft
3169,,"2021-9-28 9:56 pmSep 28, 2021 s",ryberglund,,,19 miles,964 ft
3170,,"2021-9-28 9:54 pmSep 28, 2021",Erikdussault74,,,11 miles,635 ft
3171,,"2021-9-28 9:31 pmSep 28, 2021",DanLUbws7,,,9 miles,747 ft
3172,,"2021-9-28 9:29 pmSep 28, 2021",werts,,AM,9 miles,433 ft
3173,,"2021-9-28 9:26 pmSep 28, 2021",GriffinSn1AVe,,,28 miles,"1,615 ft"
3174,,"2021-9-28 8:45 pmSep 28, 2021",Seyore,,,17 miles,"1,049 ft"
3175,,"2021-9-28 6:49 pmSep 28, 2021 s",DavidetdWxL,,,8 miles,638 ft
3176,,"2021-9-28 5:58 pmSep 28, 2021",patrickcyr,,,8 miles,562 ft
3177,,"2021-9-28 5:16 pmSep 28, 2021",Sroehl,,,2 miles,220 ft
