,date,rides,region,year,month,day,weekday_num,weekday,month_name
0,2015-01-01,0,battle-creek-5538,2015,1,1,3,Thursday,Jan
1,2015-01-02,0,battle-creek-5538,2015,1,2,4,Friday,Jan
2,2015-01-03,0,battle-creek-5538,2015,1,3,5,Saturday,Jan
3,2015-01-04,0,battle-creek-5538,2015,1,4,6,Sunday,Jan
4,2015-01-05,0,battle-creek-5538,2015,1,5,0,Monday,Jan
5,2015-01-06,0,battle-creek-5538,2015,1,6,1,Tuesday,Jan
6,2015-01-07,0,battle-creek-5538,2015,1,7,2,Wednesday,Jan
7,2015-01-08,0,battle-creek-5538,2015,1,8,3,Thursday,Jan
8,2015-01-09,0,battle-creek-5538,2015,1,9,4,Friday,Jan
9,2015-01-10,0,battle-creek-5538,2015,1,10,5,Saturday,Jan
10,2015-01-11,0,battle-creek-5538,2015,1,11,6,Sunday,Jan
11,2015-01-12,0,battle-creek-5538,2015,1,12,0,Monday,Jan
12,2015-01-13,0,battle-creek-5538,2015,1,13,1,Tuesday,Jan
13,2015-01-14,0,battle-creek-5538,2015,1,14,2,Wednesday,Jan
14,2015-01-15,0,battle-creek-5538,2015,1,15,3,Thursday,Jan
15,2015-01-16,0,battle-creek-5538,2015,1,16,4,Friday,Jan
16,2015-01-17,0,battle-creek-5538,2015,1,17,5,Saturday,Jan
17,2015-01-18,0,battle-creek-5538,2015,1,18,6,Sunday,Jan
18,2015-01-19,0,battle-creek-5538,2015,1,19,0,Monday,Jan
19,2015-01-20,1,battle-creek-5538,2015,1,20,1,Tuesday,Jan
20,2015-01-21,1,battle-creek-5538,2015,1,21,2,Wednesday,Jan
21,2015-01-22,0,battle-creek-5538,2015,1,22,3,Thursday,Jan
22,2015-01-23,0,battle-creek-5538,2015,1,23,4,Friday,Jan
23,2015-01-24,0,battle-creek-5538,2015,1,24,5,Saturday,Jan
24,2015-01-25,1,battle-creek-5538,2015,1,25,6,Sunday,Jan
25,2015-01-26,0,battle-creek-5538,2015,1,26,0,Monday,Jan
26,2015-01-27,0,battle-creek-5538,2015,1,27,1,Tuesday,Jan
27,2015-01-28,0,battle-creek-5538,2015,1,28,2,Wednesday,Jan
28,2015-01-29,0,battle-creek-5538,2015,1,29,3,Thursday,Jan
29,2015-01-30,0,battle-creek-5538,2015,1,30,4,Friday,Jan
30,2015-01-31,0,battle-creek-5538,2015,1,31,5,Saturday,Jan
31,2015-02-01,0,battle-creek-5538,2015,2,1,6,Sunday,Feb
32,2015-02-02,0,battle-creek-5538,2015,2,2,0,Monday,Feb
33,2015-02-03,0,battle-creek-5538,2015,2,3,1,Tuesday,Feb
34,2015-02-04,0,battle-creek-5538,2015,2,4,2,Wednesday,Feb
35,2015-02-05,0,battle-creek-5538,2015,2,5,3,Thursday,Feb
36,2015-02-06,0,battle-creek-5538,2015,2,6,4,Friday,Feb
37,2015-02-07,0,battle-creek-5538,2015,2,7,5,Saturday,Feb
38,2015-02-08,0,battle-creek-5538,2015,2,8,6,Sunday,Feb
39,2015-02-09,0,battle-creek-5538,2015,2,9,0,Monday,Feb
40,2015-02-10,0,battle-creek-5538,2015,2,10,1,Tuesday,Feb
41,2015-02-11,0,battle-creek-5538,2015,2,11,2,Wednesday,Feb
42,2015-02-12,0,battle-creek-5538,2015,2,12,3,Thursday,Feb
43,2015-02-13,0,battle-creek-5538,2015,2,13,4,Friday,Feb
44,2015-02-14,0,battle-creek-5538,2015,2,14,5,Saturday,Feb
45,2015-02-15,0,battle-creek-5538,2015,2,15,6,Sunday,Feb
46,2015-02-16,0,battle-creek-5538,2015,2,16,0,Monday,Feb
47,2015-02-17,0,battle-creek-5538,2015,2,17,1,Tuesday,Feb
48,2015-02-18,0,battle-creek-5538,2015,2,18,2,Wednesday,Feb
49,2015-02-19,0,battle-creek-5538,2015,2,19,3,Thursday,Feb
50,2015-02-20,0,battle-creek-5538,2015,2,20,4,Friday,Feb
51,2015-02-21,0,battle-creek-5538,2015,2,21,5,Saturday,Feb
52,2015-02-22,0,battle-creek-5538,2015,2,22,6,Sunday,Feb
53,2015-02-23,0,battle-creek-5538,2015,2,23,0,Monday,Feb
54,2015-02-24,0,battle-creek-5538,2015,2,24,1,Tuesday,Feb
55,2015-02-25,0,battle-creek-5538,2015,2,25,2,Wednesday,Feb
56,2015-02-26,0,battle-creek-5538,2015,2,26,3,Thursday,Feb
57,2015-02-27,0,battle-creek-5538,2015,2,27,4,Friday,Feb
58,2015-02-28,0,battle-creek-5538,2015,2,28,5,Saturday,Feb
59,2015-03-01,0,battle-creek-5538,2015,3,1,6,Sunday,Mar
60,2015-03-02,0,battle-creek-5538,2015,3,2,0,Monday,Mar
61,2015-03-03,0,battle-creek-5538,2015,3,3,1,Tuesday,Mar
62,2015-03-04,0,battle-creek-5538,2015,3,4,2,Wednesday,Mar
63,2015-03-05,0,battle-creek-5538,2015,3,5,3,Thursday,Mar
64,2015-03-06,0,battle-creek-5538,2015,3,6,4,Friday,Mar
65,2015-03-07,0,battle-creek-5538,2015,3,7,5,Saturday,Mar
66,2015-03-08,0,battle-creek-5538,2015,3,8,6,Sunday,Mar
67,2015-03-09,0,battle-creek-5538,2015,3,9,0,Monday,Mar
68,2015-03-10,0,battle-creek-5538,2015,3,10,1,Tuesday,Mar
69,2015-03-11,0,battle-creek-5538,2015,3,11,2,Wednesday,Mar
70,2015-03-12,0,battle-creek-5538,2015,3,12,3,Thursday,Mar
71,2015-03-13,0,battle-creek-5538,2015,3,13,4,Friday,Mar
72,2015-03-14,0,battle-creek-5538,2015,3,14,5,Saturday,Mar
73,2015-03-15,0,battle-creek-5538,2015,3,15,6,Sunday,Mar
74,2015-03-16,0,battle-creek-5538,2015,3,16,0,Monday,Mar
75,2015-03-17,0,battle-creek-5538,2015,3,17,1,Tuesday,Mar
76,2015-03-18,0,battle-creek-5538,2015,3,18,2,Wednesday,Mar
77,2015-03-19,0,battle-creek-5538,2015,3,19,3,Thursday,Mar
78,2015-03-20,0,battle-creek-5538,2015,3,20,4,Friday,Mar
79,2015-03-21,0,battle-creek-5538,2015,3,21,5,Saturday,Mar
80,2015-03-22,0,battle-creek-5538,2015,3,22,6,Sunday,Mar
81,2015-03-23,0,battle-creek-5538,2015,3,23,0,Monday,Mar
82,2015-03-24,0,battle-creek-5538,2015,3,24,1,Tuesday,Mar
83,2015-03-25,0,battle-creek-5538,2015,3,25,2,Wednesday,Mar
84,2015-03-26,0,battle-creek-5538,2015,3,26,3,Thursday,Mar
85,2015-03-27,0,battle-creek-5538,2015,3,27,4,Friday,Mar
86,2015-03-28,0,battle-creek-5538,2015,3,28,5,Saturday,Mar
87,2015-03-29,0,battle-creek-5538,2015,3,29,6,Sunday,Mar
88,2015-03-30,0,battle-creek-5538,2015,3,30,0,Monday,Mar
89,2015-03-31,0,battle-creek-5538,2015,3,31,1,Tuesday,Mar
90,2015-04-01,0,battle-creek-5538,2015,4,1,2,Wednesday,Apr
91,2015-04-02,0,battle-creek-5538,2015,4,2,3,Thursday,Apr
92,2015-04-03,1,battle-creek-5538,2015,4,3,4,Friday,Apr
93,2015-04-04,1,battle-creek-5538,2015,4,4,5,Saturday,Apr
94,2015-04-05,1,battle-creek-5538,2015,4,5,6,Sunday,Apr
95,2015-04-06,0,battle-creek-5538,2015,4,6,0,Monday,Apr
96,2015-04-07,0,battle-creek-5538,2015,4,7,1,Tuesday,Apr
97,2015-04-08,0,battle-creek-5538,2015,4,8,2,Wednesday,Apr
98,2015-04-09,0,battle-creek-5538,2015,4,9,3,Thursday,Apr
99,2015-04-10,0,battle-creek-5538,2015,4,10,4,Friday,Apr
100,2015-04-11,0,battle-creek-5538,2015,4,11,5,Saturday,Apr
101,2015-04-12,1,battle-creek-5538,2015,4,12,6,Sunday,Apr
102,2015-04-13,0,battle-creek-5538,2015,4,13,0,Monday,Apr
103,2015-04-14,1,battle-creek-5538,2015,4,14,1,Tuesday,Apr
104,2015-04-15,1,battle-creek-5538,2015,4,15,2,Wednesday,Apr
105,2015-04-16,1,battle-creek-5538,2015,4,16,3,Thursday,Apr
106,2015-04-17,0,battle-creek-5538,2015,4,17,4,Friday,Apr
107,2015-04-18,0,battle-creek-5538,2015,4,18,5,Saturday,Apr
108,2015-04-19,0,battle-creek-5538,2015,4,19,6,Sunday,Apr
109,2015-04-20,0,battle-creek-5538,2015,4,20,0,Monday,Apr
110,2015-04-21,0,battle-creek-5538,2015,4,21,1,Tuesday,Apr
111,2015-04-22,0,battle-creek-5538,2015,4,22,2,Wednesday,Apr
112,2015-04-23,1,battle-creek-5538,2015,4,23,3,Thursday,Apr
113,2015-04-24,0,battle-creek-5538,2015,4,24,4,Friday,Apr
114,2015-04-25,0,battle-creek-5538,2015,4,25,5,Saturday,Apr
115,2015-04-26,0,battle-creek-5538,2015,4,26,6,Sunday,Apr
116,2015-04-27,0,battle-creek-5538,2015,4,27,0,Monday,Apr
117,2015-04-28,1,battle-creek-5538,2015,4,28,1,Tuesday,Apr
118,2015-04-29,0,battle-creek-5538,2015,4,29,2,Wednesday,Apr
119,2015-04-30,0,battle-creek-5538,2015,4,30,3,Thursday,Apr
120,2015-05-01,0,battle-creek-5538,2015,5,1,4,Friday,May
121,2015-05-02,0,battle-creek-5538,2015,5,2,5,Saturday,May
122,2015-05-03,1,battle-creek-5538,2015,5,3,6,Sunday,May
123,2015-05-04,0,battle-creek-5538,2015,5,4,0,Monday,May
124,2015-05-05,1,battle-creek-5538,2015,5,5,1,Tuesday,May
125,2015-05-06,0,battle-creek-5538,2015,5,6,2,Wednesday,May
126,2015-05-07,0,battle-creek-5538,2015,5,7,3,Thursday,May
127,2015-05-08,0,battle-creek-5538,2015,5,8,4,Friday,May
128,2015-05-09,0,battle-creek-5538,2015,5,9,5,Saturday,May
129,2015-05-10,0,battle-creek-5538,2015,5,10,6,Sunday,May
130,2015-05-11,0,battle-creek-5538,2015,5,11,0,Monday,May
131,2015-05-12,0,battle-creek-5538,2015,5,12,1,Tuesday,May
132,2015-05-13,0,battle-creek-5538,2015,5,13,2,Wednesday,May
133,2015-05-14,0,battle-creek-5538,2015,5,14,3,Thursday,May
134,2015-05-15,0,battle-creek-5538,2015,5,15,4,Friday,May
135,2015-05-16,0,battle-creek-5538,2015,5,16,5,Saturday,May
136,2015-05-17,0,battle-creek-5538,2015,5,17,6,Sunday,May
137,2015-05-18,0,battle-creek-5538,2015,5,18,0,Monday,May
138,2015-05-19,0,battle-creek-5538,2015,5,19,1,Tuesday,May
139,2015-05-20,0,battle-creek-5538,2015,5,20,2,Wednesday,May
140,2015-05-21,0,battle-creek-5538,2015,5,21,3,Thursday,May
141,2015-05-22,0,battle-creek-5538,2015,5,22,4,Friday,May
142,2015-05-23,1,battle-creek-5538,2015,5,23,5,Saturday,May
143,2015-05-24,0,battle-creek-5538,2015,5,24,6,Sunday,May
144,2015-05-25,0,battle-creek-5538,2015,5,25,0,Monday,May
145,2015-05-26,0,battle-creek-5538,2015,5,26,1,Tuesday,May
146,2015-05-27,0,battle-creek-5538,2015,5,27,2,Wednesday,May
147,2015-05-28,0,battle-creek-5538,2015,5,28,3,Thursday,May
148,2015-05-29,0,battle-creek-5538,2015,5,29,4,Friday,May
149,2015-05-30,0,battle-creek-5538,2015,5,30,5,Saturday,May
150,2015-05-31,0,battle-creek-5538,2015,5,31,6,Sunday,May
151,2015-06-01,0,battle-creek-5538,2015,6,1,0,Monday,Jun
152,2015-06-02,0,battle-creek-5538,2015,6,2,1,Tuesday,Jun
153,2015-06-03,0,battle-creek-5538,2015,6,3,2,Wednesday,Jun
154,2015-06-04,0,battle-creek-5538,2015,6,4,3,Thursday,Jun
155,2015-06-05,0,battle-creek-5538,2015,6,5,4,Friday,Jun
156,2015-06-06,0,battle-creek-5538,2015,6,6,5,Saturday,Jun
157,2015-06-07,0,battle-creek-5538,2015,6,7,6,Sunday,Jun
158,2015-06-08,0,battle-creek-5538,2015,6,8,0,Monday,Jun
159,2015-06-09,0,battle-creek-5538,2015,6,9,1,Tuesday,Jun
160,2015-06-10,0,battle-creek-5538,2015,6,10,2,Wednesday,Jun
161,2015-06-11,0,battle-creek-5538,2015,6,11,3,Thursday,Jun
162,2015-06-12,0,battle-creek-5538,2015,6,12,4,Friday,Jun
163,2015-06-13,0,battle-creek-5538,2015,6,13,5,Saturday,Jun
164,2015-06-14,0,battle-creek-5538,2015,6,14,6,Sunday,Jun
165,2015-06-15,0,battle-creek-5538,2015,6,15,0,Monday,Jun
166,2015-06-16,0,battle-creek-5538,2015,6,16,1,Tuesday,Jun
167,2015-06-17,0,battle-creek-5538,2015,6,17,2,Wednesday,Jun
168,2015-06-18,0,battle-creek-5538,2015,6,18,3,Thursday,Jun
169,2015-06-19,0,battle-creek-5538,2015,6,19,4,Friday,Jun
170,2015-06-20,1,battle-creek-5538,2015,6,20,5,Saturday,Jun
171,2015-06-21,0,battle-creek-5538,2015,6,21,6,Sunday,Jun
172,2015-06-22,0,battle-creek-5538,2015,6,22,0,Monday,Jun
173,2015-06-23,0,battle-creek-5538,2015,6,23,1,Tuesday,Jun
174,2015-06-24,0,battle-creek-5538,2015,6,24,2,Wednesday,Jun
175,2015-06-25,0,battle-creek-5538,2015,6,25,3,Thursday,Jun
176,2015-06-26,0,battle-creek-5538,2015,6,26,4,Friday,Jun
177,2015-06-27,0,battle-creek-5538,2015,6,27,5,Saturday,Jun
178,2015-06-28,1,battle-creek-5538,2015,6,28,6,Sunday,Jun
179,2015-06-29,0,battle-creek-5538,2015,6,29,0,Monday,Jun
180,2015-06-30,1,battle-creek-5538,2015,6,30,1,Tuesday,Jun
181,2015-07-01,1,battle-creek-5538,2015,7,1,2,Wednesday,Jul
182,2015-07-02,0,battle-creek-5538,2015,7,2,3,Thursday,Jul
183,2015-07-03,0,battle-creek-5538,2015,7,3,4,Friday,Jul
184,2015-07-04,0,battle-creek-5538,2015,7,4,5,Saturday,Jul
185,2015-07-05,1,battle-creek-5538,2015,7,5,6,Sunday,Jul
186,2015-07-06,0,battle-creek-5538,2015,7,6,0,Monday,Jul
187,2015-07-07,0,battle-creek-5538,2015,7,7,1,Tuesday,Jul
188,2015-07-08,0,battle-creek-5538,2015,7,8,2,Wednesday,Jul
189,2015-07-09,0,battle-creek-5538,2015,7,9,3,Thursday,Jul
190,2015-07-10,0,battle-creek-5538,2015,7,10,4,Friday,Jul
191,2015-07-11,0,battle-creek-5538,2015,7,11,5,Saturday,Jul
192,2015-07-12,0,battle-creek-5538,2015,7,12,6,Sunday,Jul
193,2015-07-13,0,battle-creek-5538,2015,7,13,0,Monday,Jul
194,2015-07-14,0,battle-creek-5538,2015,7,14,1,Tuesday,Jul
195,2015-07-15,0,battle-creek-5538,2015,7,15,2,Wednesday,Jul
196,2015-07-16,0,battle-creek-5538,2015,7,16,3,Thursday,Jul
197,2015-07-17,0,battle-creek-5538,2015,7,17,4,Friday,Jul
198,2015-07-18,0,battle-creek-5538,2015,7,18,5,Saturday,Jul
199,2015-07-19,0,battle-creek-5538,2015,7,19,6,Sunday,Jul
200,2015-07-20,1,battle-creek-5538,2015,7,20,0,Monday,Jul
201,2015-07-21,0,battle-creek-5538,2015,7,21,1,Tuesday,Jul
202,2015-07-22,0,battle-creek-5538,2015,7,22,2,Wednesday,Jul
203,2015-07-23,0,battle-creek-5538,2015,7,23,3,Thursday,Jul
204,2015-07-24,0,battle-creek-5538,2015,7,24,4,Friday,Jul
205,2015-07-25,0,battle-creek-5538,2015,7,25,5,Saturday,Jul
206,2015-07-26,0,battle-creek-5538,2015,7,26,6,Sunday,Jul
207,2015-07-27,0,battle-creek-5538,2015,7,27,0,Monday,Jul
208,2015-07-28,0,battle-creek-5538,2015,7,28,1,Tuesday,Jul
209,2015-07-29,0,battle-creek-5538,2015,7,29,2,Wednesday,Jul
210,2015-07-30,0,battle-creek-5538,2015,7,30,3,Thursday,Jul
211,2015-07-31,0,battle-creek-5538,2015,7,31,4,Friday,Jul
212,2015-08-01,0,battle-creek-5538,2015,8,1,5,Saturday,Aug
213,2015-08-02,0,battle-creek-5538,2015,8,2,6,Sunday,Aug
214,2015-08-03,0,battle-creek-5538,2015,8,3,0,Monday,Aug
215,2015-08-04,0,battle-creek-5538,2015,8,4,1,Tuesday,Aug
216,2015-08-05,1,battle-creek-5538,2015,8,5,2,Wednesday,Aug
217,2015-08-06,0,battle-creek-5538,2015,8,6,3,Thursday,Aug
218,2015-08-07,0,battle-creek-5538,2015,8,7,4,Friday,Aug
219,2015-08-08,0,battle-creek-5538,2015,8,8,5,Saturday,Aug
220,2015-08-09,0,battle-creek-5538,2015,8,9,6,Sunday,Aug
221,2015-08-10,0,battle-creek-5538,2015,8,10,0,Monday,Aug
222,2015-08-11,0,battle-creek-5538,2015,8,11,1,Tuesday,Aug
223,2015-08-12,0,battle-creek-5538,2015,8,12,2,Wednesday,Aug
224,2015-08-13,0,battle-creek-5538,2015,8,13,3,Thursday,Aug
225,2015-08-14,0,battle-creek-5538,2015,8,14,4,Friday,Aug
226,2015-08-15,0,battle-creek-5538,2015,8,15,5,Saturday,Aug
227,2015-08-16,0,battle-creek-5538,2015,8,16,6,Sunday,Aug
228,2015-08-17,0,battle-creek-5538,2015,8,17,0,Monday,Aug
229,2015-08-18,0,battle-creek-5538,2015,8,18,1,Tuesday,Aug
230,2015-08-19,0,battle-creek-5538,2015,8,19,2,Wednesday,Aug
231,2015-08-20,0,battle-creek-5538,2015,8,20,3,Thursday,Aug
232,2015-08-21,0,battle-creek-5538,2015,8,21,4,Friday,Aug
233,2015-08-22,0,battle-creek-5538,2015,8,22,5,Saturday,Aug
234,2015-08-23,0,battle-creek-5538,2015,8,23,6,Sunday,Aug
235,2015-08-24,1,battle-creek-5538,2015,8,24,0,Monday,Aug
236,2015-08-25,2,battle-creek-5538,2015,8,25,1,Tuesday,Aug
237,2015-08-26,1,battle-creek-5538,2015,8,26,2,Wednesday,Aug
238,2015-08-27,0,battle-creek-5538,2015,8,27,3,Thursday,Aug
239,2015-08-28,0,battle-creek-5538,2015,8,28,4,Friday,Aug
240,2015-08-29,0,battle-creek-5538,2015,8,29,5,Saturday,Aug
241,2015-08-30,0,battle-creek-5538,2015,8,30,6,Sunday,Aug
242,2015-08-31,0,battle-creek-5538,2015,8,31,0,Monday,Aug
243,2015-09-01,1,battle-creek-5538,2015,9,1,1,Tuesday,Sep
244,2015-09-02,1,battle-creek-5538,2015,9,2,2,Wednesday,Sep
245,2015-09-03,0,battle-creek-5538,2015,9,3,3,Thursday,Sep
246,2015-09-04,0,battle-creek-5538,2015,9,4,4,Friday,Sep
247,2015-09-05,0,battle-creek-5538,2015,9,5,5,Saturday,Sep
248,2015-09-06,0,battle-creek-5538,2015,9,6,6,Sunday,Sep
249,2015-09-07,0,battle-creek-5538,2015,9,7,0,Monday,Sep
250,2015-09-08,0,battle-creek-5538,2015,9,8,1,Tuesday,Sep
251,2015-09-09,1,battle-creek-5538,2015,9,9,2,Wednesday,Sep
252,2015-09-10,0,battle-creek-5538,2015,9,10,3,Thursday,Sep
253,2015-09-11,0,battle-creek-5538,2015,9,11,4,Friday,Sep
254,2015-09-12,0,battle-creek-5538,2015,9,12,5,Saturday,Sep
255,2015-09-13,0,battle-creek-5538,2015,9,13,6,Sunday,Sep
256,2015-09-14,0,battle-creek-5538,2015,9,14,0,Monday,Sep
257,2015-09-15,0,battle-creek-5538,2015,9,15,1,Tuesday,Sep
258,2015-09-16,0,battle-creek-5538,2015,9,16,2,Wednesday,Sep
259,2015-09-17,0,battle-creek-5538,2015,9,17,3,Thursday,Sep
260,2015-09-18,0,battle-creek-5538,2015,9,18,4,Friday,Sep
261,2015-09-19,0,battle-creek-5538,2015,9,19,5,Saturday,Sep
262,2015-09-20,0,battle-creek-5538,2015,9,20,6,Sunday,Sep
263,2015-09-21,0,battle-creek-5538,2015,9,21,0,Monday,Sep
264,2015-09-22,0,battle-creek-5538,2015,9,22,1,Tuesday,Sep
265,2015-09-23,0,battle-creek-5538,2015,9,23,2,Wednesday,Sep
266,2015-09-24,0,battle-creek-5538,2015,9,24,3,Thursday,Sep
267,2015-09-25,0,battle-creek-5538,2015,9,25,4,Friday,Sep
268,2015-09-26,0,battle-creek-5538,2015,9,26,5,Saturday,Sep
269,2015-09-27,0,battle-creek-5538,2015,9,27,6,Sunday,Sep
270,2015-09-28,0,battle-creek-5538,2015,9,28,0,Monday,Sep
271,2015-09-29,0,battle-creek-5538,2015,9,29,1,Tuesday,Sep
272,2015-09-30,0,battle-creek-5538,2015,9,30,2,Wednesday,Sep
273,2015-10-01,0,battle-creek-5538,2015,10,1,3,Thursday,Oct
274,2015-10-02,0,battle-creek-5538,2015,10,2,4,Friday,Oct
275,2015-10-03,0,battle-creek-5538,2015,10,3,5,Saturday,Oct
276,2015-10-04,0,battle-creek-5538,2015,10,4,6,Sunday,Oct
277,2015-10-05,0,battle-creek-5538,2015,10,5,0,Monday,Oct
278,2015-10-06,2,battle-creek-5538,2015,10,6,1,Tuesday,Oct
279,2015-10-07,1,battle-creek-5538,2015,10,7,2,Wednesday,Oct
280,2015-10-08,0,battle-creek-5538,2015,10,8,3,Thursday,Oct
281,2015-10-09,0,battle-creek-5538,2015,10,9,4,Friday,Oct
282,2015-10-10,0,battle-creek-5538,2015,10,10,5,Saturday,Oct
283,2015-10-11,2,battle-creek-5538,2015,10,11,6,Sunday,Oct
284,2015-10-12,0,battle-creek-5538,2015,10,12,0,Monday,Oct
285,2015-10-13,0,battle-creek-5538,2015,10,13,1,Tuesday,Oct
286,2015-10-14,0,battle-creek-5538,2015,10,14,2,Wednesday,Oct
287,2015-10-15,0,battle-creek-5538,2015,10,15,3,Thursday,Oct
288,2015-10-16,0,battle-creek-5538,2015,10,16,4,Friday,Oct
289,2015-10-17,0,battle-creek-5538,2015,10,17,5,Saturday,Oct
290,2015-10-18,0,battle-creek-5538,2015,10,18,6,Sunday,Oct
291,2015-10-19,1,battle-creek-5538,2015,10,19,0,Monday,Oct
292,2015-10-20,0,battle-creek-5538,2015,10,20,1,Tuesday,Oct
293,2015-10-21,0,battle-creek-5538,2015,10,21,2,Wednesday,Oct
294,2015-10-22,0,battle-creek-5538,2015,10,22,3,Thursday,Oct
295,2015-10-23,0,battle-creek-5538,2015,10,23,4,Friday,Oct
296,2015-10-24,0,battle-creek-5538,2015,10,24,5,Saturday,Oct
297,2015-10-25,0,battle-creek-5538,2015,10,25,6,Sunday,Oct
298,2015-10-26,0,battle-creek-5538,2015,10,26,0,Monday,Oct
299,2015-10-27,0,battle-creek-5538,2015,10,27,1,Tuesday,Oct
300,2015-10-28,0,battle-creek-5538,2015,10,28,2,Wednesday,Oct
301,2015-10-29,0,battle-creek-5538,2015,10,29,3,Thursday,Oct
302,2015-10-30,0,battle-creek-5538,2015,10,30,4,Friday,Oct
303,2015-10-31,0,battle-creek-5538,2015,10,31,5,Saturday,Oct
304,2015-11-01,0,battle-creek-5538,2015,11,1,6,Sunday,Nov
305,2015-11-02,0,battle-creek-5538,2015,11,2,0,Monday,Nov
306,2015-11-03,0,battle-creek-5538,2015,11,3,1,Tuesday,Nov
307,2015-11-04,0,battle-creek-5538,2015,11,4,2,Wednesday,Nov
308,2015-11-05,0,battle-creek-5538,2015,11,5,3,Thursday,Nov
309,2015-11-06,0,battle-creek-5538,2015,11,6,4,Friday,Nov
310,2015-11-07,0,battle-creek-5538,2015,11,7,5,Saturday,Nov
311,2015-11-08,0,battle-creek-5538,2015,11,8,6,Sunday,Nov
312,2015-11-09,0,battle-creek-5538,2015,11,9,0,Monday,Nov
313,2015-11-10,0,battle-creek-5538,2015,11,10,1,Tuesday,Nov
314,2015-11-11,0,battle-creek-5538,2015,11,11,2,Wednesday,Nov
315,2015-11-12,0,battle-creek-5538,2015,11,12,3,Thursday,Nov
316,2015-11-13,0,battle-creek-5538,2015,11,13,4,Friday,Nov
317,2015-11-14,0,battle-creek-5538,2015,11,14,5,Saturday,Nov
318,2015-11-15,0,battle-creek-5538,2015,11,15,6,Sunday,Nov
319,2015-11-16,0,battle-creek-5538,2015,11,16,0,Monday,Nov
320,2015-11-17,0,battle-creek-5538,2015,11,17,1,Tuesday,Nov
321,2015-11-18,0,battle-creek-5538,2015,11,18,2,Wednesday,Nov
322,2015-11-19,0,battle-creek-5538,2015,11,19,3,Thursday,Nov
323,2015-11-20,0,battle-creek-5538,2015,11,20,4,Friday,Nov
324,2015-11-21,0,battle-creek-5538,2015,11,21,5,Saturday,Nov
325,2015-11-22,0,battle-creek-5538,2015,11,22,6,Sunday,Nov
326,2015-11-23,0,battle-creek-5538,2015,11,23,0,Monday,Nov
327,2015-11-24,0,battle-creek-5538,2015,11,24,1,Tuesday,Nov
328,2015-11-25,0,battle-creek-5538,2015,11,25,2,Wednesday,Nov
329,2015-11-26,0,battle-creek-5538,2015,11,26,3,Thursday,Nov
330,2015-11-27,0,battle-creek-5538,2015,11,27,4,Friday,Nov
331,2015-11-28,0,battle-creek-5538,2015,11,28,5,Saturday,Nov
332,2015-11-29,0,battle-creek-5538,2015,11,29,6,Sunday,Nov
333,2015-11-30,0,battle-creek-5538,2015,11,30,0,Monday,Nov
334,2015-12-01,0,battle-creek-5538,2015,12,1,1,Tuesday,Dec
335,2015-12-02,0,battle-creek-5538,2015,12,2,2,Wednesday,Dec
336,2015-12-03,0,battle-creek-5538,2015,12,3,3,Thursday,Dec
337,2015-12-04,0,battle-creek-5538,2015,12,4,4,Friday,Dec
338,2015-12-05,0,battle-creek-5538,2015,12,5,5,Saturday,Dec
339,2015-12-06,0,battle-creek-5538,2015,12,6,6,Sunday,Dec
340,2015-12-07,0,battle-creek-5538,2015,12,7,0,Monday,Dec
341,2015-12-08,0,battle-creek-5538,2015,12,8,1,Tuesday,Dec
342,2015-12-09,0,battle-creek-5538,2015,12,9,2,Wednesday,Dec
343,2015-12-10,0,battle-creek-5538,2015,12,10,3,Thursday,Dec
344,2015-12-11,0,battle-creek-5538,2015,12,11,4,Friday,Dec
345,2015-12-12,0,battle-creek-5538,2015,12,12,5,Saturday,Dec
346,2015-12-13,0,battle-creek-5538,2015,12,13,6,Sunday,Dec
347,2015-12-14,0,battle-creek-5538,2015,12,14,0,Monday,Dec
348,2015-12-15,0,battle-creek-5538,2015,12,15,1,Tuesday,Dec
349,2015-12-16,0,battle-creek-5538,2015,12,16,2,Wednesday,Dec
350,2015-12-17,0,battle-creek-5538,2015,12,17,3,Thursday,Dec
351,2015-12-18,0,battle-creek-5538,2015,12,18,4,Friday,Dec
352,2015-12-19,0,battle-creek-5538,2015,12,19,5,Saturday,Dec
353,2015-12-20,0,battle-creek-5538,2015,12,20,6,Sunday,Dec
354,2015-12-21,0,battle-creek-5538,2015,12,21,0,Monday,Dec
355,2015-12-22,0,battle-creek-5538,2015,12,22,1,Tuesday,Dec
356,2015-12-23,0,battle-creek-5538,2015,12,23,2,Wednesday,Dec
357,2015-12-24,0,battle-creek-5538,2015,12,24,3,Thursday,Dec
358,2015-12-25,0,battle-creek-5538,2015,12,25,4,Friday,Dec
359,2015-12-26,0,battle-creek-5538,2015,12,26,5,Saturday,Dec
360,2015-12-27,0,battle-creek-5538,2015,12,27,6,Sunday,Dec
361,2015-12-28,0,battle-creek-5538,2015,12,28,0,Monday,Dec
362,2015-12-29,0,battle-creek-5538,2015,12,29,1,Tuesday,Dec
363,2015-12-30,0,battle-creek-5538,2015,12,30,2,Wednesday,Dec
364,2015-12-31,0,battle-creek-5538,2015,12,31,3,Thursday,Dec
365,2016-01-01,0,battle-creek-5538,2016,1,1,4,Friday,Jan
366,2016-01-02,0,battle-creek-5538,2016,1,2,5,Saturday,Jan
367,2016-01-03,0,battle-creek-5538,2016,1,3,6,Sunday,Jan
368,2016-01-04,0,battle-creek-5538,2016,1,4,0,Monday,Jan
