,Unnamed: 0,created,username,Unnamed: 3,type,dist,climb
873,,2022-4-24 8:50 pmApr 24,ccengland,,,5 miles,190 ft
874,,2022-4-24 8:30 pmApr 24 s,KendallWelch,,AM,14 miles,"2,396 ft"
875,,2022-4-21 11:55 pmApr 21 s,minnesotashred,,,5 miles,782 ft
876,,2022-4-21 11:19 pmApr 21,fango925,,,17 miles,"1,285 ft"
877,,2022-4-21 9:46 pmApr 21,ChristopheriQubte,,,11 miles,"1,516 ft"
878,,2022-4-21 8:40 pmApr 21,MandrewMade,,,4 miles,477 ft
879,,2022-4-21 6:51 pmApr 21,petergrasse,,Fat,45 miles,"1,249 ft"
880,,2022-4-21 6:25 pmApr 21,MandrewMade,,,12 miles,"1,772 ft"
881,,2022-4-21 5:31 pmApr 21,ChristopheriQubte,,,7 miles,"1,111 ft"
882,,2022-4-19 11:47 pmApr 19 s,KendallWelch,,AM,6 miles,998 ft
883,,2022-4-19 11:39 pmApr 19,minnesotashred,,,5 miles,700 ft
884,,2022-4-19 11:02 pmApr 19,fango925,,,15 miles,"1,108 ft"
885,,2022-4-19 11:01 pmApr 19,Krblaser,,,9 miles,"1,195 ft"
886,,2022-4-18 11:04 pmApr 18,judyojudy,,AM,9 miles,676 ft
887,,2022-4-17 8:19 pmApr 17,minnesotashred,,,4 miles,608 ft
888,,2022-4-17 4:17 pmApr 17 s,KendallWelch,,AM,12 miles,"1,550 ft"
889,,2022-4-16 8:57 pmApr 16,minnesotashred,,,5 miles,698 ft
890,,2022-4-12 5:13 pmApr 12,Krblaser,,,8 miles,"1,069 ft"
891,,2022-4-11 11:56 pmApr 11,minnesotashred,,,6 miles,908 ft
892,,2022-4-11 11:41 pmApr 11,Krblaser,,,9 miles,"1,304 ft"
893,,2022-4-11 11:26 pmApr 11 s,KendallWelch,,AM,8 miles,"1,195 ft"
894,,2022-4-11 11:15 pmApr 11,eberniard,,,28 miles,"1,978 ft"
895,,2022-4-11 10:37 pmApr 11,BRW2020,,,14 miles,"2,054 ft"
896,,2022-4-11 9:07 pmApr 11,ChristopheriQubte,,,11 miles,"1,526 ft"
897,,2022-4-10 8:51 pmApr 10,BRW2020,,,12 miles,"1,674 ft"
898,,2022-4-10 7:23 pmApr 10,ChristopheriQubte,,,11 miles,"1,661 ft"
899,,2022-4-9 9:37 pmApr 9 s,KendallWelch,,AM,9 miles,"1,381 ft"
900,,2022-4-9 7:25 pmApr 9,ChristopheriQubte,,,11 miles,"1,518 ft"
901,,2022-4-3 5:31 pmApr 3,KendallWelch,,AM,10 miles,"1,294 ft"
902,,2022-4-2 3:18 pmApr 2 s,JerryDeShaw,,,14 miles,"1,102 ft"
903,,2022-3-27 4:48 pmMar 27,minnesotashred,,,2 miles,251 ft
904,,2022-3-26 3:42 pmMar 26,Er0breich,,,5 miles,746 ft
905,,2022-3-24 4:43 pmMar 24,UncleFester98,,AM,35 miles,"2,100 ft"
906,,"2021-12-25 7:07 pmDec 25, 2021",rubesmtb,,,21 miles,"1,833 ft"
907,,"2021-12-24 9:01 pmDec 24, 2021",minnesotashred,,,5 miles,884 ft
908,,"2021-12-10 4:47 pmDec 10, 2021",minnesotashred,,,5 miles,718 ft
909,,"2021-12-10 1:29 pmDec 10, 2021",pfickle19,,,24 miles,"1,025 ft"
910,,"2021-12-5 11:25 pmDec 5, 2021",pfickle19,,,25 miles,"1,014 ft"
911,,"2021-12-5 7:57 pmDec 5, 2021",canaan,,,11 miles,982 ft
912,,"2021-12-5 5:27 pmDec 5, 2021",Er0breich,,,7 miles,"1,231 ft"
913,,"2021-12-4 9:07 pmDec 4, 2021",tuckershreds,,,4 miles,618 ft
914,,"2021-12-4 8:49 pmDec 4, 2021",bricollins,,,5 miles,785 ft
915,,"2021-12-4 7:45 pmDec 4, 2021 s",KendallWelch,,AM,12 miles,"1,656 ft"
916,,"2021-12-4 6:09 pmDec 4, 2021 s",SwanyDelight,,XC,5 miles,"1,260 ft"
917,,"2021-12-4 6:08 pmDec 4, 2021 s",illbmxer,,,10 miles,"1,824 ft"
918,,"2021-12-4 5:22 pmDec 4, 2021 s",Er0breich,,,8 miles,"1,566 ft"
919,,"2021-12-4 4:20 pmDec 4, 2021",grizzlyadam64,,,11 miles,"1,385 ft"
920,,"2021-12-4 2:27 pmDec 4, 2021",alfotsch,,,11 miles,"1,773 ft"
921,,"2021-12-4 1:37 pmDec 4, 2021",Daray,,,10 miles,"1,388 ft"
922,,"2021-12-4 1:37 pmDec 4, 2021",ctopherb,,,9 miles,"1,169 ft"
923,,"2021-12-4 1:08 amDec 4, 2021",minnesotashred,,,7 miles,"1,036 ft"
924,,"2021-12-3 9:27 pmDec 3, 2021 s",illbmxer,,,24 miles,"1,571 ft"
925,,"2021-12-3 5:10 pmDec 3, 2021",bonkmtb,,,11 miles,"1,925 ft"
926,,"2021-12-2 7:43 pmDec 2, 2021",Jthone,,,6 miles,784 ft
927,,"2021-12-2 7:37 pmDec 2, 2021",DavidetdWxL,,,10 miles,"1,415 ft"
928,,"2021-12-2 6:43 pmDec 2, 2021",ijp11,,,11 miles,"1,320 ft"
929,,"2021-12-1 10:13 pmDec 1, 2021",minnesotashred,,,6 miles,"1,124 ft"
930,,"2021-12-1 9:09 pmDec 1, 2021",Hooten,,AM,11 miles,"1,532 ft"
931,,"2021-11-30 8:02 pmNov 30, 2021",illbmxer,,,8 miles,"1,544 ft"
932,,"2021-11-29 9:58 pmNov 29, 2021",minnesotashred,,,5 miles,794 ft
933,,"2021-11-28 7:07 pmNov 28, 2021",Senatorp,,,20 miles,"2,023 ft"
934,,"2021-11-28 6:12 pmNov 28, 2021",seanpaulpizza,,,12 miles,"1,622 ft"
935,,"2021-11-27 8:41 pmNov 27, 2021",DavidetdWxL,,,10 miles,"1,505 ft"
936,,"2021-11-27 8:07 pmNov 27, 2021",vegetableballsagna,,AM,11 miles,"2,007 ft"
937,,"2021-11-27 7:07 pmNov 27, 2021",lQwsw,,,10 miles,"1,780 ft"
938,,"2021-11-27 6:44 pmNov 27, 2021 s",Er0breich,,,9 miles,"1,656 ft"
939,,"2021-11-27 6:39 pmNov 27, 2021",toadiesforcody,,,11 miles,"1,526 ft"
940,,"2021-11-27 6:39 pmNov 27, 2021",yZ2pXk,,,11 miles,"1,526 ft"
941,,"2021-11-27 6:26 pmNov 27, 2021 s",tuckershreds,,,10 miles,"1,733 ft"
942,,"2021-11-27 6:12 pmNov 27, 2021 s",Anexplosifloris,,,31 miles,"1,820 ft"
943,,"2021-11-27 4:06 pmNov 27, 2021",canaan,,,6 miles,568 ft
944,,"2021-11-27 12:18 amNov 27, 2021",grantbob94,,AM,10 miles,"1,736 ft"
945,,"2021-11-26 4:30 pmNov 26, 2021 s",KendallWelch,,AM,13 miles,"1,964 ft"
946,,"2021-11-25 5:02 pmNov 25, 2021",Bjcreagh,,,13 miles,"1,853 ft"
947,,"2021-11-25 3:36 pmNov 25, 2021",KendallWelch,,AM,7 miles,"1,157 ft"
948,,"2021-11-24 8:10 pmNov 24, 2021",awgator,,,6 miles,761 ft
949,,"2021-11-24 7:10 pmNov 24, 2021",phil0287,,AM,9 miles,"1,265 ft"
950,,"2021-11-24 7:15 pmNov 24, 2021",ChristopheriQubte,,,11 miles,"1,475 ft"
951,,"2021-11-24 6:58 pmNov 24, 2021 s",minnesotashred,,,8 miles,"1,415 ft"
952,,"2021-11-24 6:48 pmNov 24, 2021",jongregory,,,7 miles,"1,056 ft"
953,,"2021-11-23 11:16 pmNov 23, 2021",minnesotashred,,,11 miles,"1,565 ft"
954,,"2021-11-23 11:15 pmNov 23, 2021",Er0breich,,,8 miles,"1,252 ft"
955,,"2021-11-23 9:37 pmNov 23, 2021",Jthone,,,5 miles,745 ft
956,,"2021-11-23 9:13 pmNov 23, 2021",ijp11,,,10 miles,"1,231 ft"
957,,"2021-11-23 9:03 pmNov 23, 2021",peternoren,,,8 miles,"1,378 ft"
958,,"2021-11-23 6:09 pmNov 23, 2021 s",Anexplosifloris,,,10 miles,"1,776 ft"
959,,"2021-11-22 9:08 pmNov 22, 2021",grantbob94,,AM,7 miles,"1,164 ft"
960,,"2021-11-21 6:26 pmNov 21, 2021",judyojudy,,AM,9 miles,"1,205 ft"
961,,"2021-11-21 5:51 pmNov 21, 2021 s",KendallWelch,,AM,13 miles,"2,047 ft"
962,,"2021-11-20 8:19 pmNov 20, 2021",Jthone,,,8 miles,"1,186 ft"
963,,"2021-11-20 7:28 pmNov 20, 2021",MTBode,,,6 miles,939 ft
964,,"2021-11-20 7:10 pmNov 20, 2021",bonkmtb,,,8 miles,"1,288 ft"
965,,"2021-11-20 5:22 pmNov 20, 2021",niemeyerm,,,9 miles,"1,420 ft"
966,,"2021-11-20 5:16 pmNov 20, 2021 s",alfotsch,,,12 miles,"1,926 ft"
967,,"2021-11-20 5:10 pmNov 20, 2021 s",minnesotashred,,,9 miles,"1,343 ft"
968,,"2021-11-20 4:52 pmNov 20, 2021 s",Anexplosifloris,,,13 miles,"2,355 ft"
969,,"2021-11-20 4:51 pmNov 20, 2021 s",tuckershreds,,,13 miles,"2,148 ft"
970,,"2021-11-20 4:35 pmNov 20, 2021",KendallWelch,,AM,10 miles,"1,260 ft"
971,,"2021-11-20 4:35 pmNov 20, 2021",SwanyDelight,,AM,10 miles,"1,266 ft"
972,,"2021-11-20 3:31 pmNov 20, 2021",Chandler61,,,8 miles,953 ft
973,,"2021-11-20 3:23 pmNov 20, 2021",ChristopheriQubte,,,11 miles,"1,630 ft"
974,,"2021-11-20 1:50 pmNov 20, 2021",Bjcreagh,,,13 miles,"1,650 ft"
975,,"2021-11-18 8:09 pmNov 18, 2021",Krblaser,,AM,9 miles,"1,231 ft"
976,,"2021-11-17 10:23 pmNov 17, 2021",mYZlDy,,,5 miles,544 ft
977,,"2021-11-17 12:58 amNov 17, 2021",fango925,,,7 miles,"1,348 ft"
978,,"2021-11-16 9:53 pmNov 16, 2021",minnesotashred,,,6 miles,966 ft
979,,"2021-11-16 7:28 pmNov 16, 2021",DavidetdWxL,,,13 miles,"1,352 ft"
980,,"2021-11-16 7:03 pmNov 16, 2021",Eadams2,,AM,13 miles,"1,500 ft"
981,,"2021-11-15 9:37 pmNov 15, 2021",minnesotashred,,,3 miles,453 ft
982,,"2021-11-13 9:55 pmNov 13, 2021",minnesotashred,,,6 miles,804 ft
983,,"2021-11-13 1:35 pmNov 13, 2021",ctopherb,,,8 miles,"1,173 ft"
984,,"2021-11-12 4:32 pmNov 12, 2021",UncleFester98,,AM,35 miles,"1,832 ft"
985,,"2021-11-10 9:57 pmNov 10, 2021",minnesotashred,,,4 miles,845 ft
986,,"2021-11-10 6:39 pmNov 10, 2021",Jthone,,,8 miles,"1,151 ft"
987,,"2021-11-10 4:30 pmNov 10, 2021",UncleFester98,,AM,32 miles,"1,698 ft"
988,,"2021-11-9 10:08 pmNov 9, 2021",phil0287,,AM,9 miles,"1,273 ft"
989,,"2021-11-9 12:46 pmNov 9, 2021",Daray,,,10 miles,"1,294 ft"
990,,"2021-11-9 12:44 pmNov 9, 2021",ctopherb,,,10 miles,"1,318 ft"
991,,"2021-11-8 10:10 pmNov 8, 2021",SandbarMTB,,,7 miles,"1,016 ft"
992,,"2021-11-8 9:59 pmNov 8, 2021",minnesotashred,,,4 miles,528 ft
993,,"2021-11-8 9:14 pmNov 8, 2021 s",Camp0439,,,6 miles,812 ft
994,,"2021-11-7 10:41 pmNov 7, 2021",fango925,,,5 miles,962 ft
995,,"2021-11-7 9:09 pmNov 7, 2021",LstResponder,,,9 miles,"1,288 ft"
996,,"2021-11-7 8:30 pmNov 7, 2021",niemeyerm,,,10 miles,"1,646 ft"
997,,"2021-11-7 6:26 pmNov 7, 2021",Jthone,,,7 miles,980 ft
998,,"2021-11-7 4:32 pmNov 7, 2021",timsavre,,,82 miles,"3,439 ft"
999,,"2021-11-7 3:55 pmNov 7, 2021",MaxHendrickson,,,9 miles,"1,273 ft"
1000,,"2021-11-6 7:25 pmNov 6, 2021",Fullsender416,,,12 miles,"1,473 ft"
1001,,"2021-11-6 7:21 pmNov 6, 2021",PaulMN,,AM,11 miles,"1,543 ft"
1002,,"2021-11-6 4:59 pmNov 6, 2021 s",Pmars88,,,23 miles,"3,605 ft"
1003,,"2021-11-6 2:29 pmNov 6, 2021",Bjcreagh,,,17 miles,"2,247 ft"
1004,,"2021-11-4 9:57 pmNov 4, 2021",Mvoelker,,,7 miles,658 ft
1005,,"2021-11-4 9:28 pmNov 4, 2021",Keilefson,,XC,7 miles,857 ft
1006,,"2021-11-4 7:09 pmNov 4, 2021 s",Eadams2,,,18 miles,"2,589 ft"
1007,,"2021-11-4 6:44 pmNov 4, 2021 s",minnesotashred,,,6 miles,894 ft
1008,,"2021-11-2 9:24 pmNov 2, 2021",Dirtbrakes,,,3 miles,469 ft
1009,,"2021-11-2 9:14 pmNov 2, 2021",Dirtbrakes,,,1 mile,163 ft
1010,,"2021-11-1 9:18 pmNov 1, 2021",SandbarMTB,,,3 miles,322 ft
1011,,"2021-10-31 8:46 pmOct 31, 2021",Jaymanolis,,,18 miles,"2,965 ft"
1012,,"2021-10-31 8:07 pmOct 31, 2021",shawn1140,,,6 miles,909 ft
1013,,"2021-10-31 8:45 pmOct 31, 2021",Jthone,,,6 miles,756 ft
1014,,"2021-10-31 6:58 pmOct 31, 2021",canaan,,,15 miles,"1,590 ft"
1015,,"2021-10-31 2:53 pmOct 31, 2021",Eadams2,,,16 miles,"2,108 ft"
1016,,"2021-10-30 9:32 pmOct 30, 2021 s",RocketRayLCR,,,17 miles,"2,059 ft"
1017,,"2021-10-30 9:26 pmOct 30, 2021",Pmars88,,,12 miles,"2,138 ft"
1018,,"2021-10-30 9:00 pmOct 30, 2021",alexjsmetana,,,10 miles,"1,252 ft"
1019,,"2021-10-30 8:04 pmOct 30, 2021",Bjcreagh,,,11 miles,"1,660 ft"
1020,,"2021-10-30 8:01 pmOct 30, 2021",shawn1140,,,7 miles,"1,016 ft"
1021,,"2021-10-30 6:37 pmOct 30, 2021",niemeyerm,,,11 miles,"1,652 ft"
1022,,"2021-10-30 6:24 pmOct 30, 2021",fintrax,,,7 miles,"1,106 ft"
1023,,"2021-10-30 6:18 pmOct 30, 2021",smitod,,,11 miles,"1,990 ft"
1024,,"2021-10-30 6:13 pmOct 30, 2021",Gwg02210,,,8 miles,"1,015 ft"
1025,,"2021-10-30 4:23 pmOct 30, 2021",Jessewilly,,,11 miles,"1,582 ft"
1026,,"2021-10-30 4:13 pmOct 30, 2021",nadawada,,AM,20 miles,"3,143 ft"
1027,,"2021-10-30 3:44 pmOct 30, 2021",Er0breich,,,9 miles,"1,601 ft"
1028,,"2021-10-30 3:36 pmOct 30, 2021",Timtam612,,,6 miles,957 ft
1029,,"2021-10-30 3:17 pmOct 30, 2021",alfotsch,,,17 miles,"2,654 ft"
1030,,"2021-10-30 2:10 pmOct 30, 2021",SandbarMTB,,,10 miles,"1,384 ft"
1031,,"2021-10-30 2:08 pmOct 30, 2021",gopher42,,,9 miles,815 ft
1032,,"2021-10-30 1:15 pmOct 30, 2021",Jafuschetto,,,6 miles,855 ft
1033,,"2021-10-29 10:06 pmOct 29, 2021",minnesotashred,,,6 miles,"1,063 ft"
1034,,"2021-10-30 12:53 amOct 30, 2021",grantbob94,,AM,11 miles,"1,767 ft"
1035,,"2021-10-29 8:33 pmOct 29, 2021",eleilers,,,6 miles,847 ft
1036,,"2021-10-29 8:17 pmOct 29, 2021",yougotborked,,,9 miles,"1,253 ft"
1037,,"2021-10-29 7:59 pmOct 29, 2021 s",niemeyerm,,,14 miles,"1,988 ft"
1038,,"2021-10-29 7:46 pmOct 29, 2021",DavidetdWxL,,,10 miles,"1,488 ft"
1039,,"2021-10-29 6:39 pmOct 29, 2021",RocketRayLCR,,,25 miles,"3,178 ft"
1040,,"2021-10-29 5:46 pmOct 29, 2021",TonyLanners,,,11 miles,"1,562 ft"
1041,,"2021-10-29 5:45 pmOct 29, 2021",randomlad,,,13 miles,"1,962 ft"
1042,,"2021-10-29 12:56 pmOct 29, 2021",phil0287,,RD,110 miles,"5,068 ft"
1043,,"2021-10-28 10:20 pmOct 28, 2021",MaxHendrickson,,,6 miles,"1,093 ft"
1044,,"2021-10-27 7:42 pmOct 27, 2021 s",minnesotashred,,,6 miles,979 ft
1045,,"2021-10-26 10:15 pmOct 26, 2021",MaxHendrickson,,,9 miles,"1,406 ft"
1046,,"2021-10-26 8:43 pmOct 26, 2021",Krblaser,,AM,12 miles,"1,699 ft"
1047,,"2021-10-26 3:18 pmOct 26, 2021",petergrasse,,Fat,10 miles,862 ft
1048,,"2021-10-25 10:17 pmOct 25, 2021",RocketRayLCR,,,10 miles,"1,265 ft"
1049,,"2021-10-25 8:55 pmOct 25, 2021",phil0287,,AM,9 miles,"1,253 ft"
1050,,"2021-10-25 8:41 pmOct 25, 2021",MNtrailSloth,,,6 miles,"1,024 ft"
1051,,"2021-10-24 8:20 pmOct 24, 2021",smitod,,,12 miles,"1,799 ft"
1052,,"2021-10-24 6:54 pmOct 24, 2021",samvenable,,,10 miles,"1,427 ft"
1053,,"2021-10-24 6:53 pmOct 24, 2021",KendallWelch,,AM,10 miles,"1,547 ft"
1054,,"2021-10-24 6:16 pmOct 24, 2021",MaxHendrickson,,,11 miles,"1,662 ft"
1055,,"2021-10-24 3:00 pmOct 24, 2021",SwanyDelight,,XC,12 miles,"1,672 ft"
1056,,"2021-10-24 12:46 pmOct 24, 2021",XploringDave,,,6 miles,856 ft
1057,,"2021-10-23 9:28 pmOct 23, 2021",Jthone,,,7 miles,809 ft
1058,,"2021-10-23 6:48 pmOct 23, 2021",jderrick86,,,9 miles,"1,325 ft"
1059,,"2021-10-23 4:17 pmOct 23, 2021",lQwsw,,,11 miles,"1,797 ft"
1060,,"2021-10-22 11:05 pmOct 22, 2021",bigpimpin1,,,7 miles,872 ft
1061,,"2021-10-22 7:07 pmOct 22, 2021 s",phil0287,,AM,19 miles,"2,576 ft"
1062,,"2021-10-22 3:01 pmOct 22, 2021",voghan,,AM,11 miles,"1,802 ft"
1063,,"2021-10-21 10:13 pmOct 21, 2021",minnesotashred,,,7 miles,"1,111 ft"
1064,,"2021-10-20 12:33 amOct 20, 2021",minnesotashred,,,8 miles,"1,018 ft"
1065,,"2021-10-19 11:01 pmOct 19, 2021",P0wderSki,,,8 miles,"1,076 ft"
1066,,"2021-10-19 10:08 pmOct 19, 2021",MaxHendrickson,,,12 miles,"1,889 ft"
1067,,"2021-10-19 10:06 pmOct 19, 2021",Tboned29,,,5 miles,589 ft
1068,,"2021-10-19 3:09 pmOct 19, 2021",petergrasse,,Fat,9 miles,790 ft
1069,,"2021-10-18 11:02 pmOct 18, 2021 s",fango925,,,8 miles,"1,402 ft"
1070,,"2021-10-18 10:07 pmOct 18, 2021",bpsmpls,,,6 miles,941 ft
1071,,"2021-10-18 9:38 pmOct 18, 2021",minnesotashred,,,5 miles,748 ft
1072,,"2021-10-18 7:09 pmOct 18, 2021",ChristopheriQubte,,,10 miles,"1,441 ft"
1073,,"2021-10-18 12:21 pmOct 18, 2021",ctopherb,,,11 miles,"1,544 ft"
1074,,"2021-10-17 9:09 pmOct 17, 2021",johnsheehan25,,,8 miles,"1,186 ft"
1075,,"2021-10-17 8:20 pmOct 17, 2021 s",phil0287,,AM,10 miles,"1,375 ft"
1076,,"2021-10-17 8:15 pmOct 17, 2021",minnesotashred,,,8 miles,"1,010 ft"
1077,,"2021-10-17 8:00 pmOct 17, 2021",edwing,,,10 miles,"1,155 ft"
1078,,"2021-10-17 7:59 pmOct 17, 2021",niemeyerm,,,12 miles,"1,790 ft"
1079,,"2021-10-17 7:29 pmOct 17, 2021",astralzombie,,,2 miles,229 ft
1080,,"2021-10-17 7:11 pmOct 17, 2021",BlackVR,,RD,9 miles,"1,260 ft"
1081,,"2021-10-17 3:43 pmOct 17, 2021",randomlad,,,12 miles,"1,791 ft"
1082,,"2021-10-17 2:24 pmOct 17, 2021",Davemtbfanatic,,,18 miles,"2,830 ft"
1083,,"2021-10-17 12:36 pmOct 17, 2021",mattweier,,,15 miles,"2,436 ft"
1084,,"2021-10-16 9:31 pmOct 16, 2021",zory-melts,,,12 miles,"1,607 ft"
1085,,"2021-10-16 9:30 pmOct 16, 2021",Maddogg2219,,,2 miles,374 ft
1086,,"2021-10-16 8:50 pmOct 16, 2021",Maddogg2219,,,4 miles,464 ft
1087,,"2021-10-16 8:08 pmOct 16, 2021",Maddogg2219,,,5 miles,677 ft
1088,,"2021-10-16 7:14 pmOct 16, 2021",JordanIRyQl,,,6 miles,839 ft
1089,,"2021-10-16 7:02 pmOct 16, 2021",Daray,,,10 miles,"1,299 ft"
1090,,"2021-10-16 7:02 pmOct 16, 2021",ctopherb,,,10 miles,"1,309 ft"
1091,,"2021-10-16 4:13 pmOct 16, 2021 s",mdhimes,,,10 miles,"1,457 ft"
1092,,"2021-10-16 1:43 pmOct 16, 2021",Singlespeedjuice,,,8 miles,"1,323 ft"
1093,,"2021-10-16 12:58 pmOct 16, 2021",enorcrove,,,6 miles,703 ft
1094,,"2021-10-15 9:42 pmOct 15, 2021",lQwsw,,,7 miles,"1,266 ft"
1095,,"2021-10-15 8:20 pmOct 15, 2021",Bjcreagh,,,10 miles,"1,333 ft"
1096,,"2021-10-15 7:28 pmOct 15, 2021",phil0287,,AM,14 miles,"2,027 ft"
1097,,"2021-10-15 2:35 pmOct 15, 2021",XploringDave,,,13 miles,"1,926 ft"
1098,,"2021-10-15 12:13 pmOct 15, 2021",fango925,,,9 miles,"1,444 ft"
1099,,"2021-10-14 10:04 pmOct 14, 2021",MaxHendrickson,,,7 miles,"1,145 ft"
1100,,"2021-10-14 9:48 pmOct 14, 2021",Hellfish67,,,13 miles,"1,726 ft"
1101,,"2021-10-14 9:46 pmOct 14, 2021",HarrisonMeyer,,,13 miles,"1,631 ft"
1102,,"2021-10-14 9:35 pmOct 14, 2021",mtbtobymn,,AM,12 miles,"1,523 ft"
1103,,"2021-10-14 7:40 pmOct 14, 2021",Eadams2,,AM,18 miles,"2,348 ft"
1104,,"2021-10-10 9:00 pmOct 10, 2021",yougotborked,,,3 miles,366 ft
1105,,"2021-10-10 8:32 pmOct 10, 2021",alfotsch,,,13 miles,"1,921 ft"
1106,,"2021-10-10 8:23 pmOct 10, 2021 s",niemeyerm,,,12 miles,"1,769 ft"
1107,,"2021-10-10 7:12 pmOct 10, 2021",DavidetdWxL,,,10 miles,"1,484 ft"
1108,,"2021-10-10 5:38 pmOct 10, 2021",minnesotashred,,,6 miles,992 ft
1109,,"2021-10-9 6:10 pmOct 9, 2021 s",pwpatton,,,12 miles,"1,773 ft"
1110,,"2021-10-9 6:01 pmOct 9, 2021",rubesmtb,,,39 miles,"1,707 ft"
1111,,"2021-10-9 4:17 pmOct 9, 2021",Keilefson,,XC,6 miles,865 ft
1112,,"2021-10-9 5:27 pmOct 9, 2021 s",grantbob94,,AM,10 miles,"1,599 ft"
1113,,"2021-10-9 2:21 pmOct 9, 2021",njacobs1,,,29 miles,"1,830 ft"
1114,,"2021-10-8 7:02 pmOct 8, 2021",aaronritz,,XC,9 miles,"1,228 ft"
1115,,"2021-10-7 11:21 pmOct 7, 2021",P0wderSki,,,4 miles,442 ft
1116,,"2021-10-7 10:55 pmOct 7, 2021",fango925,,,6 miles,"1,161 ft"
1117,,"2021-10-7 10:19 pmOct 7, 2021",scottfolland,,,3 miles,158 ft
1118,,"2021-10-7 10:18 pmOct 7, 2021",Jessewilly,,,7 miles,972 ft
1119,,"2021-10-7 10:17 pmOct 7, 2021",MaxHendrickson,,,10 miles,"1,544 ft"
1120,,"2021-10-7 10:11 pmOct 7, 2021",rubesmtb,,,12 miles,864 ft
1121,,"2021-10-7 9:55 pmOct 7, 2021",uber419,,,10 miles,"1,303 ft"
1122,,"2021-10-7 3:21 pmOct 7, 2021",Georam0817,,,7 miles,777 ft
1123,,"2021-10-7 12:09 pmOct 7, 2021",ctopherb,,,9 miles,"1,265 ft"
1124,,"2021-10-7 12:09 pmOct 7, 2021",Daray,,,9 miles,"1,287 ft"
1125,,"2021-10-7 12:05 pmOct 7, 2021",mkrook,,,9 miles,"1,144 ft"
1126,,"2021-10-6 11:03 pmOct 6, 2021",MaxHendrickson,,,9 miles,"1,507 ft"
1127,,"2021-10-6 10:27 pmOct 6, 2021",zory-melts,,,9 miles,"1,498 ft"
1128,,"2021-10-6 12:01 amOct 6, 2021",minnesotashred,,,4 miles,640 ft
1129,,"2021-10-5 11:26 pmOct 5, 2021",zory-melts,,,6 miles,699 ft
1130,,"2021-10-5 11:15 pmOct 5, 2021",minnesotashred,,,4 miles,544 ft
1131,,"2021-10-5 10:45 pmOct 5, 2021",BRW2020,,,7 miles,"1,088 ft"
1132,,"2021-10-5 6:05 pmOct 5, 2021",mkrook,,,15 miles,"1,855 ft"
1133,,"2021-10-4 11:20 pmOct 4, 2021",fango925,,,8 miles,"1,326 ft"
1134,,"2021-10-4 11:06 pmOct 4, 2021",smitod,,,3 miles,386 ft
1135,,"2021-10-4 11:00 pmOct 4, 2021 s",zory-melts,,,8 miles,"1,104 ft"
1136,,"2021-10-4 10:56 pmOct 4, 2021",minnesotashred,,,4 miles,612 ft
1137,,"2021-10-4 9:26 pmOct 4, 2021",BlackVR,,,8 miles,"1,066 ft"
1138,,"2021-10-4 4:34 pmOct 4, 2021",mnorr12,,,11 miles,"1,488 ft"
1139,,"2021-10-4 1:11 pmOct 4, 2021",ctopherb,,,10 miles,"1,417 ft"
1140,,"2021-10-3 10:03 pmOct 3, 2021",Pmars88,,,12 miles,"2,009 ft"
1141,,"2021-10-3 8:09 pmOct 3, 2021",Bjcreagh,,,9 miles,"1,230 ft"
1142,,"2021-10-3 5:47 pmOct 3, 2021",bigpimpin1,,,10 miles,"1,633 ft"
1143,,"2021-10-3 4:41 pmOct 3, 2021",Gwg02210,,,16 miles,"2,063 ft"
1144,,"2021-10-3 2:56 pmOct 3, 2021",voghan,,AM,10 miles,"1,425 ft"
1145,,"2021-10-2 5:34 pmOct 2, 2021",KendallWelch,,AM,11 miles,"1,381 ft"
1146,,"2021-10-2 4:56 pmOct 2, 2021",Gwg02210,,,13 miles,"1,585 ft"
1147,,"2021-10-2 4:41 pmOct 2, 2021",stokes72,,,8 miles,997 ft
1148,,"2021-10-2 3:04 pmOct 2, 2021",whiteyp,,,15 miles,"2,056 ft"
1149,,"2021-10-2 2:48 pmOct 2, 2021",dieterheinz1,,,17 miles,"2,327 ft"
1150,,"2021-10-2 1:48 pmOct 2, 2021",tunedbicycles,,AM,12 miles,"1,909 ft"
1151,,"2021-10-2 11:38 amOct 2, 2021",phil0287,,RD,39 miles,"2,507 ft"
1152,,"2021-10-1 6:38 pmOct 1, 2021",2507rkt3,,,3 miles,346 ft
1153,,"2021-10-1 5:47 pmOct 1, 2021",Gwg02210,,,15 miles,"1,920 ft"
1154,,"2021-10-1 4:50 pmOct 1, 2021",mkrook,,,15 miles,"1,809 ft"
1155,,"2021-9-30 10:41 pmSep 30, 2021",Jessewilly,,,9 miles,"1,247 ft"
1156,,"2021-9-30 10:39 pmSep 30, 2021",MaxHendrickson,,,8 miles,"1,256 ft"
1157,,"2021-9-30 10:22 pmSep 30, 2021",minnesotashred,,,4 miles,647 ft
1158,,"2021-9-30 9:39 pmSep 30, 2021",samvenable,,,5 miles,574 ft
1159,,"2021-9-30 8:23 pmSep 30, 2021",Krblaser,,AM,9 miles,"1,395 ft"
1160,,"2021-9-28 10:38 pmSep 28, 2021",MTB0074,,,5 miles,959 ft
1161,,"2021-9-28 10:37 pmSep 28, 2021",Tboned29,,,8 miles,"1,130 ft"
1162,,"2021-9-28 6:21 pmSep 28, 2021",petergrasse,,Fat,27 miles,825 ft
